start result analysis from detection_results.pkl

    Compute the ratio of prediect correct V.S. class error V.S. localization error V.S. BG
    for different category objects' in multi scale
    
IoU threshold is between 0.1 and 0.5
Score threshold is 0.5
ClassName       	Detection Number	Correct                                         	Class error                                     	Localization error                              	BG trap                                         
                	                	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           
mouse           	           111.0	  0.324324324324	   0.27027027027	  0.108108108108	             0.0	             0.0	             0.0	  0.018018018018	  0.018018018018	0.00900900900901	  0.117117117117	  0.126126126126	0.00900900900901
baseball glove  	           132.0	  0.295454545455	  0.378787878788	  0.030303030303	 0.0378787878788	0.00757575757576	             0.0	 0.0227272727273	0.00757575757576	 0.0151515151515	  0.166666666667	 0.0378787878788	             0.0
microwave       	            55.0	 0.0181818181818	  0.418181818182	  0.272727272727	             0.0	 0.0181818181818	 0.0181818181818	             0.0	             0.0	             0.0	 0.0727272727273	  0.127272727273	 0.0545454545455
toaster         	             7.0	  0.142857142857	  0.428571428571	  0.142857142857	             0.0	             0.0	             0.0	             0.0	  0.142857142857	             0.0	             0.0	  0.142857142857	             0.0
kite            	           385.0	   0.47012987013	  0.150649350649	  0.106493506494	  0.012987012987	0.00519480519481	  0.025974025974	 0.0363636363636	  0.038961038961	 0.0519480519481	 0.0337662337662	 0.0415584415584	  0.025974025974
suitcase        	           305.0	  0.127868852459	  0.314754098361	  0.285245901639	 0.0131147540984	  0.016393442623	0.00655737704918	 0.0295081967213	 0.0852459016393	 0.0622950819672	             0.0	 0.0295081967213	 0.0295081967213
umbrella        	           412.0	 0.0873786407767	   0.31067961165	  0.330097087379	 0.0121359223301	 0.0145631067961	0.00485436893204	 0.0218446601942	 0.0752427184466	 0.0873786407767	 0.0121359223301	 0.0218446601942	 0.0218446601942
tie             	           225.0	  0.324444444444	  0.248888888889	  0.155555555556	 0.0666666666667	             0.0	0.00444444444444	 0.0622222222222	 0.0577777777778	            0.04	 0.0222222222222	 0.0133333333333	0.00444444444444
airplane        	           170.0	 0.0529411764706	  0.194117647059	  0.482352941176	0.00588235294118	             0.0	             0.0	 0.0176470588235	 0.0647058823529	  0.158823529412	 0.0117647058824	             0.0	 0.0117647058824
motorcycle      	           403.0	 0.0471464019851	  0.275434243176	  0.414392059553	  0.014888337469	 0.0198511166253	0.00992555831266	0.00496277915633	 0.0595533498759	   0.12158808933	0.00496277915633	0.00496277915633	 0.0223325062035
laptop          	           222.0	0.00900900900901	  0.144144144144	  0.585585585586	             0.0	             0.0	  0.027027027027	0.00900900900901	  0.027027027027	  0.121621621622	0.00900900900901	 0.0495495495495	  0.018018018018
tv              	           278.0	 0.0431654676259	  0.237410071942	  0.460431654676	             0.0	 0.0107913669065	 0.0143884892086	0.00359712230216	 0.0359712230216	 0.0503597122302	0.00359712230216	 0.0863309352518	 0.0539568345324
snowboard       	            55.0	 0.0909090909091	  0.418181818182	  0.236363636364	 0.0363636363636	 0.0363636363636	             0.0	 0.0363636363636	  0.109090909091	             0.0	             0.0	 0.0363636363636	             0.0
bus             	           282.0	 0.0248226950355	  0.212765957447	  0.510638297872	0.00709219858156	0.00709219858156	 0.0248226950355	 0.0106382978723	 0.0460992907801	 0.0815602836879	0.00354609929078	 0.0390070921986	  0.031914893617
train           	           206.0	             0.0	 0.0533980582524	  0.703883495146	             0.0	             0.0	0.00485436893204	             0.0	 0.0533980582524	  0.135922330097	0.00970873786408	 0.0194174757282	 0.0194174757282
clock           	           253.0	  0.252964426877	  0.335968379447	  0.177865612648	             0.0	             0.0	             0.0	 0.0395256916996	 0.0197628458498	 0.0316205533597	 0.0790513833992	 0.0355731225296	 0.0276679841897
skateboard      	           178.0	  0.106741573034	  0.415730337079	  0.258426966292	             0.0	0.00561797752809	0.00561797752809	 0.0168539325843	 0.0280898876404	 0.0561797752809	 0.0561797752809	 0.0449438202247	0.00561797752809
person          	         13601.0	  0.218954488641	  0.289316961988	   0.27328872877	0.00272038820675	 0.0018381001397	0.00220572016763	  0.036394382766	 0.0416881111683	 0.0408793471068	 0.0493346077494	 0.0291155062128	  0.014263657084
tennis racket   	           216.0	  0.101851851852	  0.462962962963	  0.222222222222	0.00462962962963	0.00462962962963	             0.0	 0.0324074074074	 0.0601851851852	 0.0462962962963	 0.0324074074074	 0.0231481481481	0.00925925925926
horse           	           272.0	 0.0588235294118	  0.216911764706	  0.518382352941	0.00367647058824	 0.0147058823529	             0.0	0.00735294117647	 0.0735294117647	 0.0661764705882	0.00367647058824	 0.0330882352941	0.00367647058824
elephant        	           315.0	 0.0444444444444	  0.257142857143	  0.498412698413	             0.0	             0.0	 0.0031746031746	             0.0	  0.047619047619	  0.107936507937	 0.0031746031746	 0.0126984126984	 0.0253968253968
zebra           	           302.0	 0.0695364238411	  0.228476821192	  0.503311258278	             0.0	             0.0	             0.0	 0.0198675496689	 0.0695364238411	 0.0662251655629	0.00662251655629	 0.0198675496689	 0.0165562913907
hot dog         	            90.0	 0.0666666666667	  0.422222222222	  0.322222222222	             0.0	             0.0	 0.0222222222222	             0.0	 0.0222222222222	  0.122222222222	             0.0	 0.0222222222222	             0.0
sports ball     	           244.0	  0.680327868852	  0.110655737705	 0.0204918032787	0.00819672131148	             0.0	0.00409836065574	  0.077868852459	0.00819672131148	             0.0	 0.0737704918033	  0.016393442623	             0.0
cow             	           414.0	  0.294685990338	  0.246376811594	  0.270531400966	             0.0	 0.0024154589372	 0.0024154589372	  0.024154589372	 0.0507246376812	 0.0386473429952	 0.0338164251208	 0.0144927536232	 0.0217391304348
giraffe         	           252.0	  0.015873015873	   0.15873015873	  0.638888888889	             0.0	             0.0	             0.0	 0.0238095238095	 0.0396825396825	 0.0833333333333	 0.0119047619048	0.00396825396825	 0.0238095238095
donut           	           405.0	  0.397530864198	  0.234567901235	  0.185185185185	             0.0	0.00987654320988	0.00987654320988	 0.0172839506173	 0.0493827160494	  0.037037037037	0.00987654320988	 0.0296296296296	 0.0197530864198
cat             	           210.0	             0.0	 0.0619047619048	   0.77619047619	             0.0	             0.0	0.00952380952381	 0.0047619047619	 0.0047619047619	  0.114285714286	             0.0	             0.0	 0.0285714285714
dog             	           206.0	 0.0194174757282	  0.194174757282	  0.631067961165	             0.0	0.00970873786408	             0.0	0.00970873786408	 0.0145631067961	  0.111650485437	             0.0	             0.0	0.00970873786408
bird            	           538.0	  0.507434944238	  0.217472118959	  0.139405204461	             0.0	             0.0	             0.0	 0.0260223048327	 0.0204460966543	 0.0092936802974	  0.042750929368	 0.0130111524164	 0.0241635687732
bear            	            69.0	             0.0	  0.144927536232	  0.739130434783	             0.0	             0.0	             0.0	             0.0	 0.0144927536232	 0.0724637681159	 0.0144927536232	             0.0	 0.0144927536232
fire hydrant    	            95.0	  0.157894736842	  0.210526315789	  0.515789473684	             0.0	             0.0	             0.0	 0.0105263157895	 0.0210526315789	 0.0526315789474	 0.0105263157895	             0.0	 0.0210526315789
frisbee         	           111.0	  0.387387387387	  0.432432432432	 0.0900900900901	             0.0	             0.0	             0.0	  0.018018018018	  0.018018018018	0.00900900900901	  0.036036036036	             0.0	0.00900900900901
stop sign       	            62.0	  0.177419354839	  0.241935483871	  0.516129032258	             0.0	             0.0	             0.0	 0.0161290322581	             0.0	             0.0	             0.0	 0.0483870967742	             0.0
=============== sorted wt.o scale ==================
hair drier      	             6.0	  0.166666666667	             0.0	  0.833333333333	             0.0
orange          	           350.0	  0.374285714286	  0.105714285714	  0.311428571429	  0.208571428571
broccoli        	           463.0	  0.449244060475	 0.0280777537797	  0.308855291577	  0.213822894168
spoon           	           205.0	  0.468292682927	 0.0585365853659	  0.239024390244	  0.234146341463
apple           	           304.0	  0.470394736842	 0.0427631578947	  0.230263157895	  0.256578947368
handbag         	           370.0	  0.481081081081	  0.140540540541	  0.183783783784	  0.194594594595
carrot          	           597.0	   0.48743718593	 0.0552763819095	  0.179229480737	  0.278056951424
toothbrush      	            59.0	  0.491525423729	             0.0	  0.406779661017	  0.101694915254
bench           	           346.0	   0.49710982659	 0.0462427745665	   0.28901734104	  0.167630057803
dining table    	           728.0	  0.501373626374	 0.0343406593407	   0.32967032967	  0.134615384615
bowl            	           688.0	  0.504360465116	 0.0610465116279	  0.107558139535	  0.327034883721
skis            	           258.0	  0.511627906977	  0.031007751938	  0.321705426357	  0.135658914729
oven            	           153.0	  0.522875816993	 0.0261437908497	  0.307189542484	  0.143790849673
boat            	           534.0	  0.529962546816	 0.0243445692884	  0.267790262172	  0.177902621723
sink            	           281.0	   0.53024911032	0.00355871886121	  0.316725978648	  0.149466192171
vase            	           300.0	  0.533333333333	 0.0366666666667	  0.163333333333	  0.266666666667
couch           	           281.0	  0.533807829181	 0.0391459074733	  0.384341637011	 0.0427046263345
truck           	           370.0	  0.540540540541	 0.0702702702703	  0.197297297297	  0.191891891892
chair           	          1833.0	   0.54064375341	   0.11620294599	  0.199672667758	  0.143480632842
knife           	           249.0	  0.546184738956	 0.0361445783133	  0.273092369478	  0.144578313253
banana          	           488.0	  0.549180327869	0.00819672131148	  0.274590163934	  0.168032786885
fork            	           169.0	  0.556213017751	 0.0355029585799	  0.260355029586	  0.147928994083
traffic light   	           685.0	  0.589781021898	 0.0131386861314	  0.166423357664	  0.230656934307
bed             	           178.0	  0.589887640449	 0.0112359550562	  0.320224719101	 0.0786516853933
scissors        	            28.0	  0.607142857143	             0.0	  0.357142857143	 0.0357142857143
parking meter   	            52.0	  0.615384615385	             0.0	            0.25	  0.134615384615
car             	          2227.0	  0.618320610687	 0.0431073192636	  0.185002245173	  0.153569824877
backpack        	           245.0	  0.620408163265	  0.065306122449	  0.195918367347	  0.118367346939
teddy bear      	           212.0	  0.627358490566	 0.0188679245283	  0.240566037736	   0.11320754717
sandwich        	           145.0	  0.627586206897	  0.048275862069	  0.268965517241	 0.0551724137931
surfboard       	           258.0	  0.635658914729	  0.015503875969	  0.271317829457	  0.077519379845
cup             	           818.0	  0.636919315403	  0.041564792176	 0.0880195599022	  0.233496332518
book            	          1843.0	  0.637004883342	0.00488334237656	  0.161150298426	  0.196961475855
potted plant    	           330.0	  0.639393939394	0.00606060606061	  0.236363636364	  0.118181818182
bicycle         	           327.0	  0.642201834862	 0.0581039755352	  0.247706422018	 0.0519877675841
remote          	           283.0	  0.643109540636	  0.017667844523	  0.201413427562	  0.137809187279
wine glass      	           284.0	  0.658450704225	 0.0880281690141	  0.183098591549	 0.0704225352113
refrigerator    	           126.0	   0.65873015873	0.00793650793651	  0.190476190476	  0.142857142857
baseball bat    	           130.0	  0.661538461538	 0.0153846153846	  0.261538461538	 0.0615384615385
bottle          	          1087.0	  0.667893284269	0.00919963201472	  0.106715731371	  0.216191352346
keyboard        	           167.0	  0.670658682635	 0.0179640718563	  0.125748502994	  0.185628742515
toilet          	           201.0	  0.671641791045	             0.0	  0.194029850746	  0.134328358209
cell phone      	           233.0	  0.673819742489	0.00429184549356	  0.188841201717	    0.1330472103
sheep           	           447.0	  0.675615212528	 0.0178970917226	  0.149888143177	  0.156599552573
pizza           	           284.0	  0.679577464789	0.00352112676056	  0.218309859155	 0.0985915492958
cake            	           304.0	  0.700657894737	 0.0131578947368	  0.184210526316	  0.101973684211
mouse           	           111.0	  0.702702702703	             0.0	  0.045045045045	  0.252252252252
baseball glove  	           132.0	  0.704545454545	 0.0454545454545	 0.0454545454545	  0.204545454545
microwave       	            55.0	  0.709090909091	 0.0363636363636	             0.0	  0.254545454545
toaster         	             7.0	  0.714285714286	             0.0	  0.142857142857	  0.142857142857
kite            	           385.0	  0.727272727273	 0.0441558441558	  0.127272727273	  0.101298701299
suitcase        	           305.0	  0.727868852459	 0.0360655737705	  0.177049180328	 0.0590163934426
umbrella        	           412.0	  0.728155339806	 0.0315533980583	  0.184466019417	 0.0558252427184
tie             	           225.0	  0.728888888889	 0.0711111111111	            0.16	            0.04
airplane        	           170.0	  0.729411764706	0.00588235294118	  0.241176470588	 0.0235294117647
motorcycle      	           403.0	  0.736972704715	 0.0446650124069	  0.186104218362	 0.0322580645161
laptop          	           222.0	  0.738738738739	  0.027027027027	  0.157657657658	 0.0765765765766
tv              	           278.0	  0.741007194245	 0.0251798561151	  0.089928057554	  0.143884892086
snowboard       	            55.0	  0.745454545455	 0.0727272727273	  0.145454545455	 0.0363636363636
bus             	           282.0	  0.748226950355	 0.0390070921986	   0.13829787234	 0.0744680851064
train           	           206.0	  0.757281553398	0.00485436893204	   0.18932038835	 0.0485436893204
clock           	           253.0	  0.766798418972	             0.0	 0.0909090909091	  0.142292490119
skateboard      	           178.0	  0.780898876404	 0.0112359550562	  0.101123595506	  0.106741573034
person          	         13601.0	  0.781560179399	0.00676420851408	  0.118961841041	 0.0927137710462
tennis racket   	           216.0	  0.787037037037	0.00925925925926	  0.138888888889	 0.0648148148148
horse           	           272.0	  0.794117647059	 0.0183823529412	  0.147058823529	 0.0404411764706
elephant        	           315.0	             0.8	 0.0031746031746	  0.155555555556	 0.0412698412698
zebra           	           302.0	  0.801324503311	             0.0	  0.155629139073	 0.0430463576159
hot dog         	            90.0	  0.811111111111	 0.0222222222222	  0.144444444444	 0.0222222222222
sports ball     	           244.0	  0.811475409836	 0.0122950819672	 0.0860655737705	 0.0901639344262
cow             	           414.0	  0.811594202899	 0.0048309178744	  0.113526570048	 0.0700483091787
giraffe         	           252.0	  0.813492063492	             0.0	  0.146825396825	 0.0396825396825
donut           	           405.0	  0.817283950617	 0.0197530864198	  0.103703703704	 0.0592592592593
cat             	           210.0	  0.838095238095	0.00952380952381	   0.12380952381	 0.0285714285714
dog             	           206.0	  0.844660194175	0.00970873786408	  0.135922330097	0.00970873786408
bird            	           538.0	  0.864312267658	             0.0	 0.0557620817844	 0.0799256505576
bear            	            69.0	  0.884057971014	             0.0	 0.0869565217391	 0.0289855072464
fire hydrant    	            95.0	  0.884210526316	             0.0	 0.0842105263158	 0.0315789473684
frisbee         	           111.0	   0.90990990991	             0.0	  0.045045045045	  0.045045045045
stop sign       	            62.0	  0.935483870968	             0.0	 0.0161290322581	 0.0483870967742

    Compute the ratio of prediect correct V.S. class error V.S. localization error V.S. BG
    for different category objects' in multi scale
    
IoU threshold is between 0.1 and 0.5
Score threshold is 0.7
ClassName       	Detection Number	Correct                                         	Class error                                     	Localization error                              	BG trap                                         
                	                	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           	small           	medium          	large           
person          	         11085.0	  0.197654488047	  0.308615245828	   0.32151556157	0.00108254397835	0.00180423996392	0.00225529995489	 0.0247180875056	 0.0367162832657	 0.0367162832657	 0.0305818673884	 0.0255299954894	 0.0128101037438
bicycle         	           250.0	           0.104	           0.344	           0.296	           0.016	           0.024	             0.0	           0.052	           0.052	           0.076	           0.008	           0.012	           0.016
car             	          1730.0	   0.33063583815	   0.24161849711	 0.0843930635838	 0.0173410404624	 0.0132947976879	0.00578034682081	 0.0687861271676	 0.0676300578035	 0.0271676300578	 0.0682080924855	 0.0560693641618	 0.0190751445087
motorcycle      	           328.0	 0.0487804878049	   0.30487804878	  0.454268292683	 0.0121951219512	  0.015243902439	0.00609756097561	 0.0030487804878	 0.0426829268293	 0.0914634146341	 0.0030487804878	             0.0	 0.0182926829268
airplane        	           150.0	            0.06	  0.193333333333	  0.513333333333	             0.0	             0.0	             0.0	            0.02	            0.06	  0.133333333333	0.00666666666667	             0.0	 0.0133333333333
bus             	           241.0	 0.0248962655602	  0.199170124481	  0.564315352697	0.00829875518672	0.00829875518672	 0.0290456431535	0.00829875518672	 0.0331950207469	 0.0622406639004	0.00414937759336	 0.0248962655602	 0.0331950207469
train           	           187.0	             0.0	  0.048128342246	  0.748663101604	             0.0	             0.0	             0.0	             0.0	 0.0374331550802	  0.117647058824	 0.0106951871658	 0.0160427807487	 0.0213903743316
truck           	           264.0	 0.0416666666667	  0.227272727273	  0.348484848485	 0.0113636363636	 0.0265151515152	 0.0189393939394	 0.0340909090909	 0.0833333333333	 0.0454545454545	 0.0189393939394	 0.0871212121212	 0.0568181818182
boat            	           384.0	  0.166666666667	  0.244791666667	  0.200520833333	 0.0104166666667	       0.0078125	0.00260416666667	       0.0703125	       0.0859375	        0.078125	          0.0625	        0.046875	       0.0234375
traffic light   	           526.0	  0.503802281369	  0.169201520913	 0.0228136882129	0.00570342205323	             0.0	             0.0	   0.11216730038	 0.0152091254753	0.00950570342205	  0.121673003802	 0.0361216730038	0.00380228136882
fire hydrant    	            88.0	           0.125	  0.227272727273	  0.545454545455	             0.0	             0.0	             0.0	 0.0113636363636	 0.0227272727273	 0.0568181818182	             0.0	             0.0	 0.0113636363636
stop sign       	            61.0	  0.180327868852	  0.229508196721	  0.524590163934	             0.0	             0.0	             0.0	  0.016393442623	             0.0	             0.0	             0.0	 0.0491803278689	             0.0
parking meter   	            46.0	 0.0869565217391	  0.195652173913	  0.369565217391	             0.0	             0.0	             0.0	 0.0217391304348	  0.130434782609	 0.0869565217391	 0.0434782608696	             0.0	 0.0652173913043
bench           	           229.0	 0.0786026200873	  0.170305676856	   0.35807860262	             0.0	 0.0218340611354	 0.0174672489083	 0.0218340611354	 0.0742358078603	  0.131004366812	 0.0349344978166	 0.0436681222707	 0.0480349344978
bird            	           376.0	  0.401595744681	  0.287234042553	   0.19414893617	             0.0	             0.0	             0.0	 0.0159574468085	 0.0265957446809	 0.0106382978723	 0.0239361702128	 0.0186170212766	 0.0212765957447
cat             	           196.0	             0.0	 0.0663265306122	   0.80612244898	             0.0	             0.0	 0.0102040816327	             0.0	             0.0	 0.0867346938776	             0.0	             0.0	  0.030612244898
dog             	           190.0	 0.0105263157895	  0.194736842105	  0.663157894737	             0.0	0.00526315789474	             0.0	0.00526315789474	 0.0105263157895	             0.1	             0.0	             0.0	 0.0105263157895
horse           	           243.0	 0.0493827160494	  0.230452674897	   0.56378600823	             0.0	 0.0082304526749	             0.0	0.00411522633745	 0.0576131687243	 0.0493827160494	             0.0	 0.0329218106996	0.00411522633745
sheep           	           366.0	  0.125683060109	   0.29781420765	  0.308743169399	             0.0	0.00273224043716	0.00819672131148	 0.0136612021858	 0.0409836065574	 0.0601092896175	 0.0874316939891	 0.0382513661202	  0.016393442623
cow             	           334.0	  0.299401197605	  0.260479041916	  0.308383233533	             0.0	0.00299401197605	             0.0	 0.0119760479042	 0.0359281437126	 0.0329341317365	 0.0209580838323	 0.0119760479042	 0.0149700598802
elephant        	           286.0	 0.0314685314685	  0.265734265734	  0.531468531469	             0.0	             0.0	 0.0034965034965	             0.0	  0.034965034965	  0.101398601399	 0.0034965034965	0.00699300699301	  0.020979020979
bear            	            67.0	             0.0	  0.149253731343	  0.731343283582	             0.0	             0.0	             0.0	             0.0	 0.0149253731343	 0.0746268656716	 0.0149253731343	             0.0	 0.0149253731343
zebra           	           272.0	          0.0625	  0.246323529412	  0.533088235294	             0.0	             0.0	             0.0	 0.0183823529412	 0.0551470588235	 0.0661764705882	             0.0	0.00735294117647	 0.0110294117647
giraffe         	           232.0	0.00862068965517	  0.172413793103	  0.676724137931	             0.0	             0.0	             0.0	0.00431034482759	 0.0387931034483	 0.0775862068966	             0.0	0.00431034482759	 0.0172413793103
backpack        	           163.0	  0.171779141104	   0.41717791411	  0.134969325153	 0.0245398773006	 0.0306748466258	0.00613496932515	 0.0184049079755	 0.0920245398773	 0.0306748466258	 0.0122699386503	 0.0368098159509	 0.0245398773006
umbrella        	           344.0	 0.0697674418605	  0.322674418605	  0.386627906977	 0.0116279069767	 0.0116279069767	0.00581395348837	 0.0174418604651	 0.0581395348837	  0.078488372093	0.00581395348837	 0.0174418604651	 0.0145348837209
handbag         	           247.0	  0.141700404858	  0.271255060729	  0.113360323887	 0.0485829959514	 0.0526315789474	 0.0080971659919	 0.0688259109312	  0.080971659919	 0.0364372469636	 0.0728744939271	 0.0769230769231	 0.0283400809717
tie             	           174.0	  0.270114942529	  0.293103448276	  0.201149425287	 0.0574712643678	             0.0	             0.0	  0.051724137931	  0.051724137931	 0.0459770114943	 0.0114942528736	 0.0114942528736	0.00574712643678
suitcase        	           231.0	  0.103896103896	  0.329004329004	   0.34632034632	  0.012987012987	0.00865800865801	0.00865800865801	  0.012987012987	 0.0735930735931	 0.0606060606061	             0.0	  0.030303030303	  0.012987012987
frisbee         	           104.0	  0.384615384615	  0.442307692308	 0.0961538461538	             0.0	             0.0	             0.0	0.00961538461538	 0.0192307692308	0.00961538461538	 0.0288461538462	             0.0	0.00961538461538
skis            	           176.0	  0.102272727273	  0.363636363636	  0.181818181818	0.00568181818182	0.00568181818182	             0.0	 0.0568181818182	  0.130681818182	          0.0625	 0.0170454545455	 0.0568181818182	 0.0170454545455
snowboard       	            43.0	  0.093023255814	   0.46511627907	  0.279069767442	 0.0232558139535	 0.0232558139535	             0.0	             0.0	  0.093023255814	             0.0	             0.0	 0.0232558139535	             0.0
sports ball     	           210.0	  0.695238095238	  0.128571428571	 0.0238095238095	 0.0047619047619	             0.0	             0.0	 0.0714285714286	0.00952380952381	             0.0	  0.047619047619	 0.0190476190476	             0.0
kite            	           294.0	  0.493197278912	  0.159863945578	  0.119047619048	 0.0102040816327	0.00680272108844	 0.0238095238095	 0.0170068027211	  0.030612244898	 0.0442176870748	 0.0272108843537	 0.0442176870748	 0.0238095238095
baseball bat    	           112.0	           0.125	  0.383928571429	  0.169642857143	0.00892857142857	0.00892857142857	             0.0	 0.0357142857143	  0.133928571429	 0.0892857142857	 0.0267857142857	 0.0178571428571	             0.0
baseball glove  	           109.0	  0.330275229358	  0.440366972477	 0.0366972477064	 0.0275229357798	0.00917431192661	             0.0	0.00917431192661	0.00917431192661	             0.0	  0.119266055046	 0.0183486238532	             0.0
skateboard      	           166.0	 0.0963855421687	   0.44578313253	  0.265060240964	             0.0	0.00602409638554	             0.0	 0.0180722891566	 0.0240963855422	 0.0542168674699	 0.0421686746988	 0.0421686746988	0.00602409638554
surfboard       	           226.0	  0.115044247788	  0.349557522124	  0.221238938053	0.00442477876106	0.00442477876106	0.00884955752212	 0.0619469026549	 0.0796460176991	 0.0973451327434	 0.0221238938053	 0.0132743362832	 0.0221238938053
tennis racket   	           200.0	            0.11	           0.495	           0.235	           0.005	           0.005	             0.0	            0.02	            0.05	           0.035	            0.01	           0.025	            0.01
bottle          	           852.0	  0.276995305164	  0.349765258216	  0.100938967136	0.00117370892019	0.00469483568075	0.00234741784038	 0.0352112676056	 0.0399061032864	 0.0140845070423	  0.103286384977	   0.06220657277	 0.0093896713615
wine glass      	           228.0	  0.179824561404	  0.311403508772	  0.214912280702	 0.0263157894737	 0.0175438596491	 0.0131578947368	 0.0219298245614	  0.100877192982	 0.0394736842105	 0.0438596491228	 0.0175438596491	 0.0131578947368
cup             	           650.0	  0.203076923077	  0.309230769231	  0.158461538462	 0.0123076923077	 0.0184615384615	0.00153846153846	 0.0384615384615	 0.0292307692308	 0.0169230769231	 0.0707692307692	  0.110769230769	 0.0307692307692
fork            	           128.0	       0.0390625	        0.265625	         0.34375	             0.0	             0.0	       0.0078125	       0.0078125	       0.1015625	       0.1015625	         0.03125	         0.09375	       0.0078125
knife           	           162.0	  0.185185185185	  0.259259259259	  0.179012345679	             0.0	0.00617283950617	             0.0	  0.117283950617	  0.111111111111	  0.037037037037	 0.0246913580247	 0.0555555555556	 0.0246913580247
spoon           	           143.0	   0.13986013986	  0.258741258741	  0.146853146853	  0.027972027972	  0.027972027972	             0.0	  0.048951048951	  0.104895104895	 0.0769230769231	 0.0979020979021	 0.0559440559441	  0.013986013986
bowl            	           498.0	 0.0823293172691	  0.230923694779	  0.251004016064	 0.0120481927711	 0.0140562248996	 0.0240963855422	 0.0200803212851	 0.0220883534137	 0.0602409638554	   0.10843373494	 0.0943775100402	 0.0803212851406
banana          	           279.0	 0.0250896057348	  0.336917562724	  0.283154121864	             0.0	             0.0	0.00358422939068	 0.0143369175627	   0.10752688172	  0.121863799283	0.00358422939068	 0.0465949820789	 0.0573476702509
apple           	           174.0	 0.0689655172414	  0.258620689655	  0.155172413793	0.00574712643678	             0.0	 0.0402298850575	 0.0172413793103	 0.0574712643678	  0.166666666667	0.00574712643678	 0.0977011494253	  0.126436781609
sandwich        	           109.0	             0.0	 0.0825688073394	  0.577981651376	             0.0	 0.0183486238532	 0.0275229357798	             0.0	 0.0275229357798	  0.211009174312	             0.0	0.00917431192661	  0.045871559633
orange          	           250.0	           0.052	           0.216	           0.156	             0.0	           0.068	           0.044	           0.008	           0.132	           0.176	           0.008	           0.072	           0.068
broccoli        	           312.0	0.00320512820513	  0.310897435897	  0.189102564103	             0.0	0.00641025641026	 0.0160256410256	0.00641025641026	  0.163461538462	  0.108974358974	 0.0128205128205	  0.108974358974	 0.0737179487179
carrot          	           355.0	  0.121126760563	  0.346478873239	 0.0788732394366	0.00281690140845	 0.0619718309859	             0.0	 0.0338028169014	 0.0985915492958	  0.030985915493	 0.0647887323944	  0.140845070423	 0.0197183098592
hot dog         	            69.0	 0.0289855072464	  0.420289855072	   0.36231884058	             0.0	             0.0	 0.0289855072464	             0.0	             0.0	  0.144927536232	             0.0	 0.0144927536232	             0.0
pizza           	           247.0	 0.0242914979757	  0.214574898785	  0.493927125506	             0.0	0.00404858299595	             0.0	0.00404858299595	 0.0688259109312	  0.105263157895	 0.0121457489879	 0.0485829959514	 0.0242914979757
donut           	           277.0	  0.274368231047	  0.241877256318	   0.26714801444	             0.0	 0.0072202166065	 0.0108303249097	 0.0180505415162	 0.0649819494585	 0.0541516245487	 0.0072202166065	  0.028880866426	 0.0252707581227
cake            	           244.0	 0.0901639344262	  0.327868852459	  0.319672131148	             0.0	 0.0122950819672	0.00409836065574	 0.0122950819672	 0.0696721311475	 0.0696721311475	 0.0409836065574	 0.0204918032787	 0.0327868852459
chair           	          1203.0	 0.0980881130507	  0.339152119701	  0.189526184539	 0.0357439733998	 0.0149625935162	 0.0174563591022	 0.0257689110557	 0.0872817955112	  0.074812967581	 0.0199501246883	 0.0615128844555	 0.0357439733998
couch           	           186.0	             0.0	 0.0215053763441	   0.60752688172	             0.0	             0.0	 0.0268817204301	             0.0	  0.010752688172	  0.301075268817	             0.0	0.00537634408602	 0.0268817204301
potted plant    	           267.0	  0.063670411985	  0.411985018727	  0.217228464419	0.00374531835206	             0.0	             0.0	 0.0337078651685	 0.0749063670412	  0.101123595506	 0.0112359550562	 0.0561797752809	 0.0262172284644
bed             	           138.0	             0.0	 0.0217391304348	   0.63768115942	             0.0	             0.0	0.00724637681159	             0.0	             0.0	  0.275362318841	             0.0	0.00724637681159	 0.0507246376812
dining table    	           489.0	 0.0081799591002	 0.0613496932515	  0.519427402863	             0.0	0.00204498977505	 0.0184049079755	0.00613496932515	 0.0286298568507	  0.247443762781	0.00204498977505	 0.0306748466258	 0.0756646216769
toilet          	           169.0	0.00591715976331	  0.112426035503	  0.621301775148	             0.0	             0.0	             0.0	             0.0	 0.0236686390533	  0.118343195266	             0.0	 0.0295857988166	 0.0887573964497
tv              	           244.0	 0.0409836065574	  0.241803278689	  0.508196721311	             0.0	 0.0122950819672	             0.0	0.00409836065574	 0.0122950819672	 0.0573770491803	0.00409836065574	 0.0737704918033	 0.0450819672131
laptop          	           198.0	0.00505050505051	  0.161616161616	  0.616161616162	             0.0	             0.0	  0.030303030303	             0.0	  0.020202020202	 0.0959595959596	             0.0	 0.0505050505051	  0.020202020202
mouse           	           101.0	  0.346534653465	   0.29702970297	  0.108910891089	             0.0	             0.0	             0.0	0.00990099009901	  0.019801980198	0.00990099009901	 0.0792079207921	  0.118811881188	0.00990099009901
remote          	           228.0	  0.350877192982	  0.276315789474	 0.0789473684211	 0.0131578947368	             0.0	             0.0	 0.0833333333333	 0.0745614035088	 0.0219298245614	 0.0482456140351	 0.0482456140351	0.00438596491228
