start result analysis from detection_results.pkl

    Compute different category objects' precision & recall 
    under different IoU
    
ClassName	Precision       	Recall          	Condition
kite    	  0.483456891458	  0.551282051282	@ [catIds = 38 | IoU = 0.55:0.95]
baseball bat	  0.424726261682	  0.554875976894	@ [catIds = 39 | IoU = 0.55:0.95]
baseball glove	  0.287944137625	  0.406896551724	@ [catIds = 40 | IoU = 0.55:0.95]
skateboard	  0.369313538773	  0.457957957958	@ [catIds = 41 | IoU = 0.55:0.95]
surfboard	  0.554997528178	  0.612042209808	@ [catIds = 42 | IoU = 0.55:0.95]
tennis racket	  0.389647465093	  0.492717436538	@ [catIds = 43 | IoU = 0.55:0.95]
bottle  	  0.497858583493	  0.578765432099	@ [catIds = 44 | IoU = 0.55:0.95]
wine glass	  0.424407996058	  0.569375891192	@ [catIds = 46 | IoU = 0.55:0.95]
cup     	  0.379715964627	  0.495927012056	@ [catIds = 47 | IoU = 0.55:0.95]
fork    	  0.444140917019	  0.591558038485	@ [catIds = 48 | IoU = 0.55:0.95]
knife   	  0.426159256389	  0.548837209302	@ [catIds = 49 | IoU = 0.55:0.95]
spoon   	  0.222562736625	  0.393846153846	@ [catIds = 50 | IoU = 0.55:0.95]
bowl    	  0.205640372996	  0.410188844971	@ [catIds = 51 | IoU = 0.55:0.95]
banana  	  0.419285685956	  0.613697164259	@ [catIds = 52 | IoU = 0.55:0.95]
apple   	   0.23868478429	  0.448948948949	@ [catIds = 53 | IoU = 0.55:0.95]
sandwich	  0.226951388648	  0.469397363465	@ [catIds = 54 | IoU = 0.55:0.95]
orange  	  0.361305259582	  0.568110483365	@ [catIds = 55 | IoU = 0.55:0.95]
broccoli	  0.325946515538	  0.563742690058	@ [catIds = 56 | IoU = 0.55:0.95]
carrot  	  0.223322045145	  0.455484330484	@ [catIds = 57 | IoU = 0.55:0.95]
hot dog 	  0.226969006099	  0.448706240487	@ [catIds = 58 | IoU = 0.55:0.95]
pizza   	   0.38407394057	  0.497777777778	@ [catIds = 59 | IoU = 0.55:0.95]
donut   	  0.515950395022	  0.633802816901	@ [catIds = 60 | IoU = 0.55:0.95]
cake    	  0.486997242824	  0.638888888889	@ [catIds = 61 | IoU = 0.55:0.95]
chair   	  0.388542465399	  0.573835125448	@ [catIds = 62 | IoU = 0.55:0.95]
couch   	  0.298057631477	  0.462827028044	@ [catIds = 63 | IoU = 0.55:0.95]
potted plant	  0.409521663905	  0.630481055768	@ [catIds = 64 | IoU = 0.55:0.95]
bed     	  0.299904727022	  0.486029889539	@ [catIds = 65 | IoU = 0.55:0.95]
dining table	  0.397597626511	  0.585548738923	@ [catIds = 67 | IoU = 0.55:0.95]
toilet  	  0.278314174595	  0.497042366107	@ [catIds = 70 | IoU = 0.55:0.95]
tv      	  0.603836251436	  0.698324022346	@ [catIds = 72 | IoU = 0.55:0.95]
laptop  	   0.59082112781	  0.695987654321	@ [catIds = 73 | IoU = 0.55:0.95]
mouse   	  0.613497990204	  0.687830687831	@ [catIds = 74 | IoU = 0.55:0.95]
remote  	  0.627475248929	  0.706498951782	@ [catIds = 75 | IoU = 0.55:0.95]
keyboard	  0.382474627553	  0.536317235964	@ [catIds = 76 | IoU = 0.55:0.95]
cell phone	  0.517521154533	   0.63834422658	@ [catIds = 77 | IoU = 0.55:0.95]
microwave	  0.382285025524	  0.530110262935	@ [catIds = 78 | IoU = 0.55:0.95]
oven    	  0.580847592309	  0.705050505051	@ [catIds = 79 | IoU = 0.55:0.95]
toaster 	   0.33457794916	  0.488733488733	@ [catIds = 80 | IoU = 0.55:0.95]
sink    	  0.497061134685	  0.592592592593	@ [catIds = 81 | IoU = 0.55:0.95]
refrigerator	  0.390483533258	  0.554074074074	@ [catIds = 82 | IoU = 0.55:0.95]
book    	  0.570491439043	  0.664021164021	@ [catIds = 84 | IoU = 0.55:0.95]
clock   	  0.163836386621	  0.374077354591	@ [catIds = 85 | IoU = 0.55:0.95]
vase    	  0.509233075334	  0.613399916771	@ [catIds = 86 | IoU = 0.55:0.95]
scissors	  0.382719963229	  0.564882400649	@ [catIds = 87 | IoU = 0.55:0.95]
teddy bear	   0.33697509796	  0.429012345679	@ [catIds = 88 | IoU = 0.55:0.95]
hair drier	  0.489976443533	  0.594152046784	@ [catIds = 89 | IoU = 0.55:0.95]
toothbrush	 0.0745112972836	  0.171717171717	@ [catIds = 90 | IoU = 0.55:0.95]
person  	  0.282121003538	  0.377192982456	@ [catIds = 1 | IoU = 0.6:0.95]
bicycle 	  0.519617341461	  0.595481117194	@ [catIds = 2 | IoU = 0.6:0.95]
car     	  0.280549976438	  0.388136942675	@ [catIds = 3 | IoU = 0.6:0.95]
motorcycle	  0.414767802094	  0.528284671533	@ [catIds = 4 | IoU = 0.6:0.95]
airplane	  0.406826297282	  0.487057220708	@ [catIds = 5 | IoU = 0.6:0.95]
bus     	  0.624259424798	  0.693181818182	@ [catIds = 6 | IoU = 0.6:0.95]
train   	  0.641681053498	  0.713339222615	@ [catIds = 7 | IoU = 0.6:0.95]
truck   	   0.60404440169	  0.692105263158	@ [catIds = 8 | IoU = 0.6:0.95]
boat    	  0.346148419662	  0.565519323671	@ [catIds = 9 | IoU = 0.6:0.95]
traffic light	  0.258013583098	  0.391214622642	@ [catIds = 10 | IoU = 0.6:0.95]
fire hydrant	  0.245733566234	  0.370268138801	@ [catIds = 11 | IoU = 0.6:0.95]
stop sign	  0.663714610611	  0.711633663366	@ [catIds = 13 | IoU = 0.6:0.95]
parking meter	  0.651828769761	            0.72	@ [catIds = 14 | IoU = 0.6:0.95]
bench   	  0.466142860101	  0.547916666667	@ [catIds = 15 | IoU = 0.6:0.95]
bird    	  0.238682680393	  0.381386861314	@ [catIds = 16 | IoU = 0.6:0.95]
cat     	   0.35919683922	  0.435597189696	@ [catIds = 17 | IoU = 0.6:0.95]
dog     	   0.64837136357	  0.742574257426	@ [catIds = 18 | IoU = 0.6:0.95]
horse   	  0.609951615116	  0.706995412844	@ [catIds = 19 | IoU = 0.6:0.95]
sheep   	  0.561933027679	  0.639246323529	@ [catIds = 20 | IoU = 0.6:0.95]
cow     	  0.511026677136	  0.603107344633	@ [catIds = 21 | IoU = 0.6:0.95]
elephant	  0.559432009047	  0.636760752688	@ [catIds = 22 | IoU = 0.6:0.95]
bear    	  0.604034871131	  0.699404761905	@ [catIds = 23 | IoU = 0.6:0.95]
zebra   	  0.679560259854	  0.734154929577	@ [catIds = 24 | IoU = 0.6:0.95]
giraffe 	   0.64354962364	  0.703477443609	@ [catIds = 25 | IoU = 0.6:0.95]
backpack	  0.639381143745	  0.711745689655	@ [catIds = 27 | IoU = 0.6:0.95]
umbrella	  0.161476028173	  0.356132075472	@ [catIds = 28 | IoU = 0.6:0.95]
handbag 	    0.3737559398	             0.5	@ [catIds = 31 | IoU = 0.6:0.95]
tie     	  0.143616977981	  0.322453703704	@ [catIds = 32 | IoU = 0.6:0.95]
suitcase	  0.336350932233	  0.426587301587	@ [catIds = 33 | IoU = 0.6:0.95]
frisbee 	  0.382800514601	  0.523411371237	@ [catIds = 34 | IoU = 0.6:0.95]
skis    	  0.663308729748	  0.736956521739	@ [catIds = 35 | IoU = 0.6:0.95]
snowboard	  0.222390354625	  0.348029045643	@ [catIds = 36 | IoU = 0.6:0.95]
sports ball	  0.338113894586	  0.425724637681	@ [catIds = 37 | IoU = 0.6:0.95]
kite    	  0.457902423771	  0.524519230769	@ [catIds = 38 | IoU = 0.6:0.95]
baseball bat	  0.396431983968	  0.523318042813	@ [catIds = 39 | IoU = 0.6:0.95]
baseball glove	  0.250493923204	  0.371551724138	@ [catIds = 40 | IoU = 0.6:0.95]
skateboard	  0.333910476183	  0.424831081081	@ [catIds = 41 | IoU = 0.6:0.95]
surfboard	  0.522644127953	   0.58030726257	@ [catIds = 42 | IoU = 0.6:0.95]
tennis racket	  0.355272242118	  0.457865168539	@ [catIds = 43 | IoU = 0.6:0.95]
bottle  	  0.458051611885	  0.543333333333	@ [catIds = 44 | IoU = 0.6:0.95]
wine glass	  0.397810400386	  0.537882527147	@ [catIds = 46 | IoU = 0.6:0.95]
cup     	  0.349194858771	  0.461876832845	@ [catIds = 47 | IoU = 0.6:0.95]
fork    	  0.419977126262	  0.562569832402	@ [catIds = 48 | IoU = 0.6:0.95]
knife   	  0.396058290186	  0.512790697674	@ [catIds = 49 | IoU = 0.6:0.95]
spoon   	  0.199017299449	  0.359615384615	@ [catIds = 50 | IoU = 0.6:0.95]
bowl    	  0.184931707796	  0.374011857708	@ [catIds = 51 | IoU = 0.6:0.95]
banana  	  0.395002101884	  0.584871589085	@ [catIds = 52 | IoU = 0.6:0.95]
apple   	  0.212346371311	  0.409797297297	@ [catIds = 53 | IoU = 0.6:0.95]
sandwich	    0.2130055694	  0.440677966102	@ [catIds = 54 | IoU = 0.6:0.95]
orange  	    0.3391475815	  0.540254237288	@ [catIds = 55 | IoU = 0.6:0.95]
broccoli	  0.310819415366	  0.538157894737	@ [catIds = 56 | IoU = 0.6:0.95]
carrot  	  0.196827347824	  0.411858974359	@ [catIds = 57 | IoU = 0.6:0.95]
hot dog 	   0.20573058107	   0.41198630137	@ [catIds = 58 | IoU = 0.6:0.95]
pizza   	  0.359400048259	           0.473	@ [catIds = 59 | IoU = 0.6:0.95]
donut   	  0.489680346095	  0.606514084507	@ [catIds = 60 | IoU = 0.6:0.95]
cake    	  0.464869155865	  0.612042682927	@ [catIds = 61 | IoU = 0.6:0.95]
chair   	  0.359530568282	  0.541532258065	@ [catIds = 62 | IoU = 0.6:0.95]
couch   	  0.271206682362	  0.427583286279	@ [catIds = 63 | IoU = 0.6:0.95]
potted plant	  0.381719148866	  0.598180076628	@ [catIds = 64 | IoU = 0.6:0.95]
bed     	  0.268544203745	  0.447368421053	@ [catIds = 65 | IoU = 0.6:0.95]
dining table	  0.365466153926	  0.549079754601	@ [catIds = 67 | IoU = 0.6:0.95]
toilet  	  0.255782809198	  0.462769784173	@ [catIds = 70 | IoU = 0.6:0.95]
tv      	   0.57960640256	  0.675977653631	@ [catIds = 72 | IoU = 0.6:0.95]
laptop  	  0.563989534973	  0.671006944444	@ [catIds = 73 | IoU = 0.6:0.95]
mouse   	   0.59000608959	  0.665584415584	@ [catIds = 74 | IoU = 0.6:0.95]
remote  	  0.601211505419	  0.680424528302	@ [catIds = 75 | IoU = 0.6:0.95]
keyboard	  0.352293790848	  0.500441696113	@ [catIds = 76 | IoU = 0.6:0.95]
cell phone	  0.487614210666	  0.607026143791	@ [catIds = 77 | IoU = 0.6:0.95]
microwave	  0.355032870168	  0.498091603053	@ [catIds = 78 | IoU = 0.6:0.95]
oven    	  0.555543026739	  0.679545454545	@ [catIds = 79 | IoU = 0.6:0.95]
toaster 	  0.307695863865	  0.453671328671	@ [catIds = 80 | IoU = 0.6:0.95]
sink    	  0.476485148515	  0.569444444444	@ [catIds = 81 | IoU = 0.6:0.95]
refrigerator	   0.35897985582	  0.517222222222	@ [catIds = 82 | IoU = 0.6:0.95]
book    	  0.547126940808	  0.641865079365	@ [catIds = 84 | IoU = 0.6:0.95]
clock   	  0.142202011704	  0.331930912312	@ [catIds = 85 | IoU = 0.6:0.95]
vase    	   0.47550586498	  0.582865168539	@ [catIds = 86 | IoU = 0.6:0.95]
scissors	  0.358456392083	  0.534671532847	@ [catIds = 87 | IoU = 0.6:0.95]
teddy bear	  0.314610630195	  0.402777777778	@ [catIds = 88 | IoU = 0.6:0.95]
hair drier	   0.46007447936	  0.561184210526	@ [catIds = 89 | IoU = 0.6:0.95]
toothbrush	 0.0570212883571	  0.147727272727	@ [catIds = 90 | IoU = 0.6:0.95]
person  	  0.253419811161	   0.34335839599	@ [catIds = 1 | IoU = 0.65:0.95]
bicycle 	  0.478360020324	   0.55462028924	@ [catIds = 2 | IoU = 0.65:0.95]
car     	  0.244750452925	  0.343949044586	@ [catIds = 3 | IoU = 0.65:0.95]
motorcycle	  0.377356561156	  0.486444212722	@ [catIds = 4 | IoU = 0.65:0.95]
airplane	  0.364090944976	  0.441806150253	@ [catIds = 5 | IoU = 0.65:0.95]
bus     	  0.590327384692	  0.658341658342	@ [catIds = 6 | IoU = 0.65:0.95]
train   	  0.614739326225	  0.687026754165	@ [catIds = 7 | IoU = 0.65:0.95]
truck   	  0.565851312615	  0.657894736842	@ [catIds = 8 | IoU = 0.65:0.95]
boat    	  0.314912619593	  0.527605244997	@ [catIds = 9 | IoU = 0.65:0.95]
traffic light	  0.223513341342	  0.346698113208	@ [catIds = 10 | IoU = 0.65:0.95]
fire hydrant	  0.208638276769	  0.324695808923	@ [catIds = 11 | IoU = 0.65:0.95]
stop sign	  0.630562435478	  0.680339462518	@ [catIds = 13 | IoU = 0.65:0.95]
parking meter	    0.6355746864	  0.702857142857	@ [catIds = 14 | IoU = 0.65:0.95]
bench   	  0.440973864441	   0.52380952381	@ [catIds = 15 | IoU = 0.65:0.95]
bird    	   0.21690791419	  0.346541536323	@ [catIds = 16 | IoU = 0.65:0.95]
cat     	  0.328256775797	  0.402141184343	@ [catIds = 17 | IoU = 0.65:0.95]
dog     	  0.609926922525	  0.711456859972	@ [catIds = 18 | IoU = 0.65:0.95]
horse   	  0.579623781618	  0.678243774574	@ [catIds = 19 | IoU = 0.65:0.95]
sheep   	  0.527375349612	  0.605567226891	@ [catIds = 20 | IoU = 0.65:0.95]
cow     	  0.472289634536	  0.562550443906	@ [catIds = 21 | IoU = 0.65:0.95]
elephant	  0.524441676586	  0.602150537634	@ [catIds = 22 | IoU = 0.65:0.95]
bear    	  0.566625126813	  0.663265306122	@ [catIds = 23 | IoU = 0.65:0.95]
zebra   	  0.649853439524	  0.708249496982	@ [catIds = 24 | IoU = 0.65:0.95]
giraffe 	  0.610393098441	  0.673469387755	@ [catIds = 25 | IoU = 0.65:0.95]
backpack	  0.606121794257	  0.681650246305	@ [catIds = 27 | IoU = 0.65:0.95]
umbrella	  0.134457611837	  0.314978821717	@ [catIds = 28 | IoU = 0.65:0.95]
handbag 	  0.336159263183	  0.459459459459	@ [catIds = 31 | IoU = 0.65:0.95]
tie     	  0.122181248421	  0.284391534392	@ [catIds = 32 | IoU = 0.65:0.95]
suitcase	  0.299298750115	  0.384920634921	@ [catIds = 33 | IoU = 0.65:0.95]
frisbee 	  0.345668208101	  0.481605351171	@ [catIds = 34 | IoU = 0.65:0.95]
skis    	  0.630917165799	  0.710559006211	@ [catIds = 35 | IoU = 0.65:0.95]
snowboard	  0.191902342184	  0.304090100771	@ [catIds = 36 | IoU = 0.65:0.95]
sports ball	  0.307557378934	  0.385093167702	@ [catIds = 37 | IoU = 0.65:0.95]
